,provnum,name,address,city,state,zip,county,bedcert,ownership,employee_cases,resident_cases,resident_deaths,cna_hprd,lpn_hprd,rn_hprd,total_hprd,full_address_from_csv,google_address,google_long,google_lat
528,395784,CHURCH OF GOD HOME INC,801 N. HANOVER STREET,CARLISLE,PA,17013,CUMBERLAND,109,Non profit - Church related,0,0,0,2.36658,0.8488700000000001,0.55842,3.77388,"801 N. HANOVER STREET, CARLISLE, PA, , 17013, USA","801 N Hanover St, Carlisle, PA 17013, USA",-77.1801041,40.2107537
529,395785,STONEBRIDGE HEALTH & REHABILITATION CENTER,102 CHANDRA DRIVE,DUNCANNON,PA,17020,PERRY,60,For profit - Corporation,0,0,0,1.80015,0.9184,0.57731,3.29586,"102 CHANDRA DRIVE, DUNCANNON, PA, , 17020, USA","102 Chandra Dr, Duncannon, PA 17020, USA",-77.072468,40.397031
530,395786,PLEASANT VIEW COMMUNITIES,544 NORTH PENRYN ROAD,MANHEIM,PA,17545,LANCASTER,133,Non profit - Corporation,7,16,*,2.01052,0.87935,0.70795,3.59782,"544 NORTH PENRYN ROAD, MANHEIM, PA, , 17545, USA","544 N Penryn Rd, Manheim, PA 17545, USA",-76.37824379999999,40.1843845
531,395787,"VALLEY VIEW HAVEN, INC.",4702 EAST MAIN STREET,BELLEVILLE,PA,17004,MIFFLIN,162,Non profit - Corporation,0,0,0,2.5034400000000003,1.21607,0.6008,4.3203,"4702 EAST MAIN STREET, BELLEVILLE, PA, , 17004, USA","4702 E Main St, Belleville, PA 17004, USA",-77.70247499999999,40.614233
532,395788,SUNNYVIEW NURSING AND REHABILITATION CENTER,107 SUNNYVIEW CIRCLE,BUTLER,PA,16001,BUTLER,220,For profit - Corporation,0,0,0,1.912,0.8463200000000001,0.5665100000000001,3.3248300000000004,"107 SUNNYVIEW CIRCLE, BUTLER, PA, , 16001, USA","107 Sunnyview Cir, Butler, PA 16001, USA",-79.887148,40.84778000000001
533,395790,SENECA PLACE,5360 SALTSBURG ROAD,VERONA,PA,15147,ALLEGHENY,174,Non profit - Corporation,0,0,0,2.32283,0.75465,1.122,4.19948,"5360 SALTSBURG ROAD, VERONA, PA, , 15147, USA","5360 Saltsburg Rd, Verona, PA 15147, USA",-79.83610829999999,40.4799896
534,395793,ORCHARD MANOR INC,20 ORCHARD DRIVE,GROVE CITY,PA,16127,MERCER,121,Non profit - Corporation,0,0,0,2.11744,1.47539,0.40827,4.0010900000000005,"20 ORCHARD DRIVE, GROVE CITY, PA, , 16127, USA","20 Orchard Dr, Grove City, PA 16127, USA",-80.073425,41.1526107
535,395794,SAINT JOHN XXIII HOME,2250 SHENANGO FREEWAY,HERMITAGE,PA,16148,MERCER,90,Non profit - Corporation,0,0,0,1.64372,1.05417,0.6449600000000001,3.3428400000000003,"2250 SHENANGO FREEWAY, HERMITAGE, PA, , 16148, USA","2250 Shenango Valley Fwy, Hermitage, PA 16148, USA",-80.4667432,41.226253
536,395795,"LAFAYETTE MANOR, INC.",147 LAFAYETTE MANOR ROAD,UNIONTOWN,PA,15401,FAYETTE,98,Non profit - Corporation,0,0,0,2.10915,1.05637,0.66114,3.82665,"147 LAFAYETTE MANOR ROAD, UNIONTOWN, PA, , 15401, USA","147 Lafayette St, Uniontown, PA 15401, USA",-79.751166,39.912062
537,395797,LANDIS HOMES,1001 EAST OREGON ROAD,LITITZ,PA,17543,LANCASTER,103,Non profit - Corporation,*,0,0,2.65814,1.11612,0.98032,4.754580000000002,"1001 EAST OREGON ROAD, LITITZ, PA, , 17543, USA","1001 E Oregon Rd, Lititz, PA 17543, USA",-76.2677317,40.1124921
538,395798,TRANSITIONS HEALTHCARE GETTYSBURG,595 BIGLERVILLE ROAD,GETTYSBURG,PA,17325,ADAMS,135,For profit - Corporation,0,0,0,2.07506,0.95849,0.46688,3.50043,"595 BIGLERVILLE ROAD, GETTYSBURG, PA, , 17325, USA","595 Biglerville Rd, Gettysburg, PA 17325, USA",-77.2298277,39.8404803
539,395802,THORNWALD HOME,442 WALNUT BOTTOM ROAD,CARLISLE,PA,17013,CUMBERLAND,83,Non profit - Corporation,*,0,0,2.44179,0.711,0.80013,3.95292,"442 WALNUT BOTTOM ROAD, CARLISLE, PA, , 17013, USA","442 Walnut Bottom Rd, Carlisle, PA 17013, USA",-77.2019815,40.1904412
540,395804,LUTHERAN COMMUNITY AT TELFORD,12 LUTHERAN HOME DRIVE,TELFORD,PA,18969,BUCKS,75,Non profit - Corporation,*,0,0,2.3080000000000003,0.7629199999999999,0.8426799999999999,3.9136,"12 LUTHERAN HOME DRIVE, TELFORD, PA, , 18969, USA","12 Lutheran Home Dr, Telford, PA 18969, USA",-75.3303382,40.330953
541,395805,FAIRMOUNT HOMES,333 WHEAT RIDGE DRIVE,EPHRATA,PA,17522,LANCASTER,114,Non profit - Corporation,0,*,0,2.70399,0.9118,0.77415,4.3899300000000006,"333 WHEAT RIDGE DRIVE, EPHRATA, PA, , 17522, USA","333 Wheat Ridge Dr, Ephrata, PA 17522, USA",-76.1502321,40.13212679999999
542,395806,ST. ANNE'S RETIREMENT COMMUNITY,3952 COLUMBIA AVENUE,COLUMBIA,PA,17512,LANCASTER,119,Non profit - Corporation,0,0,0,3.00147,1.21229,1.01408,5.22783,"3952 COLUMBIA AVENUE, COLUMBIA, PA, , 17512, USA","3952 Columbia Ave, Columbia, PA 17512, USA",-76.44953009999999,40.0359941
543,395812,LAURELWOOD CARE CENTER,100 WOODMONT ROAD,JOHNSTOWN,PA,15905,CAMBRIA,120,For profit - Corporation,0,0,0,2.0084,0.99249,0.7208100000000001,3.7217,"100 WOODMONT ROAD, JOHNSTOWN, PA, , 15905, USA","100 Woodmont Rd, Johnstown, PA 15905, USA",-78.9768208,40.31157839999999
544,395816,LUTHERAN HOME AT KANE,100 HIGH POINT DRIVE,KANE,PA,16735,MCKEAN,90,Non profit - Corporation,0,0,0,1.84662,0.75371,0.52095,3.12128,"100 HIGH POINT DRIVE, KANE, PA, , 16735, USA","100 High Point Dr, Kane, PA 16735, USA",-78.7952722,41.6598426
545,395823,TOWNVIEW HEALTH AND REHABILITATION CENTER,300 BARR STREET,CANONSBURG,PA,15317,WASHINGTON,118,For profit - Corporation,0,0,0,2.12419,1.04894,0.61064,3.78377,"300 BARR STREET, CANONSBURG, PA, , 15317, USA","300 Barr St, Canonsburg, PA 15317, USA",-80.1895239,40.2534184
546,395824,EMMANUEL CENTER FOR NURSING AND REHAB AT MARIA JOSEPH MANOR,600 SCHOOL HOUSE ROAD,DANVILLE,PA,17821,MONTOUR,90,Non profit - Church related,0,0,0,2.59065,0.97916,0.5653100000000001,4.13512,"600 SCHOOL HOUSE ROAD, DANVILLE, PA, , 17821, USA","600 School House Rd, Danville, PA 17821, USA",-76.5852981,40.9598642
547,395825,WATSONTOWN REHABILITATION AND NURSING CENTER,245 EAST EIGHTH STREET,WATSONTOWN,PA,17777,NORTHUMBERLAND,125,For profit - Corporation,0,0,0,2.18795,0.97378,0.5199600000000001,3.68169,"245 EAST EIGHTH STREET, WATSONTOWN, PA, , 17777, USA","245 E 8th St, Watsontown, PA 17777, USA",-76.8607009,41.0914041
548,395826,MANORCARE HEALTH SERVICES-NORTH HILLS,1105 PERRY HIGHWAY,PITTSBURGH,PA,15237,ALLEGHENY,200,Non profit - Corporation,0,0,0,1.75795,0.57235,1.06391,3.3942,"1105 PERRY HIGHWAY, PITTSBURGH, PA, , 15237, USA","1105 Perry Hwy, Pittsburgh, PA 15237, USA",-80.037365,40.5464037
549,395827,KADIMA REHABILITATION & NURSING AT POTTSTOWN,3031 CHESTNUT HILL ROAD,POTTSTOWN,PA,19464,CHESTER,41,For profit - Corporation,0,0,0,1.59997,0.6190100000000001,0.56086,2.77984,"3031 CHESTNUT HILL ROAD, POTTSTOWN, PA, , 19464, USA","3031 Chestnut Hill Rd, Pottstown, PA 19465, USA",-75.698556,40.187233
550,395828,CAMBRIA CARE CENTER,429 MANOR DRIVE,EBENSBURG,PA,15931,CAMBRIA,301,For profit - Corporation,0,0,0,1.83955,0.79692,0.74251,3.37899,"429 MANOR DRIVE, EBENSBURG, PA, , 15931, USA","429 Manor Dr, Ebensburg, PA 15931, USA",-78.7043662,40.4889885
551,395830,MEADOW VIEW NURSING CENTER,1404 HAY STREET,BERLIN,PA,15530,SOMERSET,150,Non profit - Corporation,0,0,0,1.87998,0.8255,0.44224,3.14773,"1404 HAY STREET, BERLIN, PA, , 15530, USA","1404 Hay St, Berlin, PA 15530, USA",-78.941868,39.914769
552,395831,SCHUYLKILL CENTER,1000 SCHUYLKILL MANOR RD,POTTSVILLE,PA,17901,SCHUYLKILL,190,For profit - Corporation,0,*,0,2.01346,0.8994700000000001,0.50215,3.41508,"1000 SCHUYLKILL MANOR RD, POTTSVILLE, PA, , 17901, USA","1000 Schuylkill Manor Rd, Pottsville, PA 17901, USA",-76.1840489,40.69598269999999
553,395832,"LEBANON VALLEY HOME, THE",550 EAST MAIN STREET,ANNVILLE,PA,17003,LEBANON,55,Non profit - Corporation,0,0,0,2.56685,0.44719,1.09178,4.10583,"550 EAST MAIN STREET, ANNVILLE, PA, , 17003, USA","550 E Main St, Annville, PA 17003, USA",-76.50632,40.329954
554,395833,"HEALTH CARE CENTER AT WHITE HORSE VILLAGE, THE",535 GRADYVILLE ROAD,NEWTOWN SQUARE,PA,19073,DELAWARE,59,Non profit - Corporation,16,8,*,2.51402,1.0074,0.95743,4.47884,"535 GRADYVILLE ROAD, NEWTOWN SQUARE, PA, , 19073, USA","535 Gradyville Rd, Newtown Square, PA 19073, USA",-75.4656866,39.951515
555,395838,FOXDALE VILLAGE,500 E. MARYLYN AVENUE,STATE COLLEGE,PA,16801,CENTRE,46,Non profit - Corporation,0,0,0,2.69507,1.11948,1.00669,4.82124,"500 E. MARYLYN AVENUE, STATE COLLEGE, PA, , 16801, USA","500 E Marylyn Ave, State College, PA 16801, USA",-77.83735349999999,40.7833615
556,395840,"PATRIOT, A CHOICE COMMUNITY THE",495 WEST PATRIOT STREET,SOMERSET,PA,15501,SOMERSET,100,Non profit - Corporation,0,0,0,1.98659,1.10585,0.91485,4.0072800000000015,"495 WEST PATRIOT STREET, SOMERSET, PA, , 15501, USA","495 W Patriot St, Somerset, PA 15501, USA",-79.0886008,40.0066428
557,395842,VINCENTIAN DE MARILLAC,5300 STANTON AVENUE,PITTSBURGH,PA,15206,ALLEGHENY,50,Non profit - Corporation,0,0,0,2.63669,0.46893,0.85408,3.9597,"5300 STANTON AVENUE, PITTSBURGH, PA, , 15206, USA","5300 Stanton Ave, Pittsburgh, PA 15206, USA",-79.933371,40.4759252
558,395845,CRANBERRY PLACE,5 SAINT FRANCIS WAY,CRANBERRY TOWNSHIP,PA,16066,BUTLER,150,Non profit - Church related,0,0,0,2.5576,0.85069,1.10999,4.51828,"5 SAINT FRANCIS WAY, CRANBERRY TOWNSHIP, PA, , 16066, USA","5 St Francis Way, Cranberry Twp, PA 16066, USA",-80.0995396,40.6843175
559,395846,KADIMA REHABILITATION & NURSING AT CAMPBELLTOWN,2880 HORSESHOE PIKE  PO BOX 137,PALMYRA,PA,17078,LEBANON,53,For profit - Corporation,No Data,No Data,No Data,2.26011,0.9425,0.58834,3.79096,"2880 HORSESHOE PIKE  PO BOX 137, PALMYRA, PA, , 17078, USA","2880 Horseshoe Pike, Palmyra, PA 17078, USA",-76.5861384,40.2767474
560,395847,FOX SUBACUTE AT CLARA BURKE,251 STENTON AVENUE,PLYMOUTH MEETING,PA,19462,MONTGOMERY,60,For profit - Corporation,0,0,0,2.4781,1.72471,1.17936,5.38217,"251 STENTON AVENUE, PLYMOUTH MEETING, PA, , 19462, USA","251 Stenton Ave, Plymouth Meeting, PA 19462, USA",-75.2466029,40.11724600000001
561,395850,"MERCY CENTER NURSING UNIT, INC.","P O BOX 370, LAKE STREET",DALLAS,PA,18612,LUZERNE,59,Non profit - Corporation,0,0,0,2.10956,0.89438,0.88139,3.88532,"P O BOX 370, LAKE STREET, DALLAS, PA, , 18612, USA","370 Lake Street, Dallas, PA 18612, USA",-75.9760999,41.3460284
562,395851,"REHABILITATION & NURSING CENTER AT GREATER PITTSBURGH, THE",890 WEATHERWOOD LANE,GREENSBURG,PA,15601,WESTMORELAND,120,For profit - Partnership,0,0,0,1.94097,0.91244,0.67989,3.5333,"890 WEATHERWOOD LANE, GREENSBURG, PA, , 15601, USA","890 Weatherwood Ln, Greensburg, PA 15601, USA",-79.5330163,40.2894529
563,395853,CRAWFORD COUNTY CARE CENTER,20881 STATE HIGHWAY 198,SAEGERTOWN,PA,16433,CRAWFORD,157,Government - County,0,0,0,2.28751,0.75362,0.44391,3.48504,"20881 STATE HIGHWAY 198, SAEGERTOWN, PA, , 16433, USA","20881 PA-198, Saegertown, PA 16433, USA",-80.1251496,41.7041223
564,395857,EPHRATA MANOR,99 BETHANY ROAD,EPHRATA,PA,17522,LANCASTER,120,Non profit - Corporation,5,8,0,2.75731,0.67142,0.73659,4.16532,"99 BETHANY ROAD, EPHRATA, PA, , 17522, USA","99 Bethany Rd, Ephrata, PA 17522, USA",-76.1732315,40.165892
565,395861,HRH TRANSITIONAL CARE UNIT (A D/B/A ENTITY OF HRHS),1648 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,MONTGOMERY,21,Non profit - Corporation,*,*,*,2.29278,0.0,3.8608,6.153580000000002,"1648 HUNTINGDON PIKE, MEADOWBROOK, PA, , 19046, USA","1648 Huntingdon Pike, Huntingdon Valley, PA 19006, USA",-75.0826766,40.1095996
566,395867,LAKEVIEW HEALTHCARE AND REHABILITATION CENTER,15 WEST WILLOW STREET,SMETHPORT,PA,16749,MCKEAN,34,For profit - Corporation,0,0,0,1.66482,0.49723,1.14394,3.30599,"15 WEST WILLOW STREET, SMETHPORT, PA, , 16749, USA","15 W Willow St, Smethport, PA 16749, USA",-78.4435456,41.80623689999999
567,395868,HEARTHSIDE REHAB CENTER,450 WAUPELANI DRIVE,STATE COLLEGE,PA,16801,CENTRE,157,For profit - Partnership,0,0,0,1.66061,0.8285,0.43488,2.9239900000000003,"450 WAUPELANI DRIVE, STATE COLLEGE, PA, , 16801, USA","450 Waupelani Dr, State College, PA 16801, USA",-77.85428170000002,40.7773268
568,395869,BUTLER MEMORIAL HOSPITAL TRANSITIONAL CARE FACILITY,ONE HOSPITAL WAY,BUTLER,PA,16001,BUTLER,25,Non profit - Other,0,0,0,1.55745,1.30794,1.86336,4.72875,"ONE HOSPITAL WAY, BUTLER, PA, , 16001, USA","1 Hospital Way, Butler, PA 16001, USA",-79.8805124,40.86727399999999
569,395870,QUALITY LIFE SERVICES - MARKLEYSBURG,252 MAIN STREET,MARKLEYSBURG,PA,15459,FAYETTE,60,For profit - Partnership,0,0,0,1.89874,0.76264,0.67015,3.33152,"252 MAIN STREET, MARKLEYSBURG, PA, , 15459, USA","252 Main St, Markleysburg, PA 15459, USA",-79.4546108,39.7341289
570,395872,"GARDENS AT MILLVILLE, THE","P.O. BOX 320,  48 HAVEN LANE",MILLVILLE,PA,17846,COLUMBIA,110,For profit - Corporation,0,0,0,1.67462,0.79125,0.52127,2.98715,"P.O. BOX 320,  48 HAVEN LANE, MILLVILLE, PA, , 17846, USA","48 Haven Ln, Millville, PA 17846, USA",-76.5241061,41.1147867
571,395873,LGAR HEALTH & REHABILITATION CTR,800 ELSIE STREET,TURTLE CREEK,PA,15145,ALLEGHENY,120,Non profit - Corporation,0,0,0,1.95244,0.83716,0.56301,3.3526199999999995,"800 ELSIE STREET, TURTLE CREEK, PA, , 15145, USA","800 Elsie St, Turtle Creek, PA 15145, USA",-79.82214549999999,40.4118295
572,395875,HOMETOWN NSG & REHAB CTR,149 LAFAYETTE AVENUE,TAMAQUA,PA,18252,SCHUYLKILL,150,For profit - Partnership,*,*,*,2.12529,1.18369,0.45716,3.76614,"149 LAFAYETTE AVENUE, TAMAQUA, PA, , 18252, USA","149 Lafayette Ave, Tamaqua, PA 18252, USA",-75.967407,40.824151
573,395876,CUMBERLAND CROSSINGS RETIREMENT COMMUNITY,1 LONGSDORF WAY,CARLISLE,PA,17013,CUMBERLAND,58,Non profit - Corporation,0,0,0,,,,,"1 LONGSDORF WAY, CARLISLE, PA, , 17013, USA","1 Longsdorf Way, Carlisle, PA 17015, USA",-77.19872289999999,40.1770374
574,395877,HIGHLAND VIEW HEALTHCARE AND REHABILITATION CENTER,90 MAIN STREET,BROCKWAY,PA,15824,JEFFERSON,50,For profit - Corporation,0,0,0,1.91461,0.64754,0.88002,3.4421699999999995,"90 MAIN STREET, BROCKWAY, PA, , 15824, USA","90 Main St, Brockway, PA 15824, USA",-78.8045624,41.2491715
575,395878,ORWIGSBURG NURSING AND REHABILITATION CENTER,1000 ORWIGSBURG MANOR DR,ORWIGSBURG,PA,17961,SCHUYLKILL,130,For profit - Partnership,0,0,0,2.09809,0.78495,0.47675,3.3597900000000003,"1000 ORWIGSBURG MANOR DR, ORWIGSBURG, PA, , 17961, USA","1000 Orwigsburg Manor Dr, Orwigsburg, PA 17961, USA",-76.1017616,40.6602468
576,395879,QUALITY LIFE SERVICES - MERCER,8221 LAMOR ROAD,MERCER,PA,16137,MERCER,48,For profit - Partnership,0,0,0,2.06276,0.88082,0.94372,3.8873,"8221 LAMOR ROAD, MERCER, PA, , 16137, USA","8221 Lamor Rd, Mercer, PA 16137, USA",-80.2647375,41.23529569999999
577,395882,LONGWOOD AT OAKMONT,500 ROUTE 909,VERONA,PA,15147,ALLEGHENY,60,Non profit - Corporation,0,0,0,2.25248,1.2516200000000002,0.82835,4.33246,"500 ROUTE 909, VERONA, PA, , 15147, USA","500 Rte 909, Verona, PA 15147, USA",-79.802603,40.5276105
578,395890,"SKILLED NURSING UNIT, ARMSTRONG CO MEMORIAL HOSPITAL",ONE NOLTE DRIVE,KITTANNING,PA,16201,ARMSTRONG,17,Non profit - Other,0,0,0,1.87899,2.43319,3.48199,7.7941600000000015,"ONE NOLTE DRIVE, KITTANNING, PA, , 16201, USA","1 Nolte Dr, Kittanning, PA 16201, USA",-79.56145769999999,40.8085788
579,395891,LAUREL VIEW VILLAGE,2000 CAMBRIDGE DRIVE,DAVIDSVILLE,PA,15928,SOMERSET,60,Non profit - Church related,0,0,0,2.66647,1.11964,0.92652,4.71263,"2000 CAMBRIDGE DRIVE, DAVIDSVILLE, PA, , 15928, USA","2000 Cambridge Dr, Davidsville, PA 15928, USA",-78.909795,40.250794
580,395894,"MEADVILLE MEDICAL CENTER, TRANSITIONAL CARE UNIT",1034 GROVE STREET,MEADVILLE,PA,16335,CRAWFORD,32,Non profit - Corporation,0,0,0,2.27705,1.91699,1.96978,6.16383,"1034 GROVE STREET, MEADVILLE, PA, , 16335, USA","1034 Grove St, Meadville, PA 16335, USA",-80.1457368,41.6333812
581,395895,VALLEY VIEW REHAB AND NURSING CENTER,2140 WARRENSVILLE ROAD,MONTOURSVILLE,PA,17754,LYCOMING,163,Non profit - Corporation,0,0,0,2.30672,1.03981,0.58322,3.92976,"2140 WARRENSVILLE ROAD, MONTOURSVILLE, PA, , 17754, USA","2140 Warrensville Rd, Montoursville, PA 17754, USA",-76.9308974,41.2730297
582,395896,"HOMEWOOD AT MARTINSBURG, PA, INC.",437 GIVLER DRIVE,MARTINSBURG,PA,16662,BLAIR,129,Non profit - Corporation,0,0,0,2.81828,1.18267,0.5821,4.58305,"437 GIVLER DRIVE, MARTINSBURG, PA, , 16662, USA","437 Givler Dr, Martinsburg, PA 16662, USA",-78.3320076,40.3051353
583,395898,HOMEWOOD AT PLUM CREEK,425 WESTMINSTER AVENUE,HANOVER,PA,17331,YORK,120,Non profit - Church related,0,0,0,2.92276,1.03557,0.53779,4.49612,"425 WESTMINSTER AVENUE, HANOVER, PA, , 17331, USA","425 Westminster Ave, Hanover, PA 17331, USA",-76.99083329999999,39.7856745
584,395901,TITUSVILLE HEALTHCARE AND REHABILITATION CENTER,81 DILLON DRIVE,TITUSVILLE,PA,16354,CRAWFORD,77,For profit - Corporation,0,0,0,1.96287,0.6680699999999999,0.74769,3.37862,"81 DILLON DRIVE, TITUSVILLE, PA, , 16354, USA","81 W Dillon Dr, Titusville, PA 16354, USA",-79.68266,41.637973
585,395902,NORMANDIE RIDGE,1700 NORMANDIE DRIVE,YORK,PA,17404,YORK,64,Non profit - Corporation,0,0,0,2.33972,1.12368,0.70073,4.16413,"1700 NORMANDIE DRIVE, YORK, PA, , 17404, USA","1700 Normandie Dr, York, PA 17408, USA",-76.77915999999999,39.984004
586,395903,NORTH HILLS HEALTH AND REHABILITATION CENTER,194 SWINDERMAN ROAD,WEXFORD,PA,15090,ALLEGHENY,55,For profit - Partnership,0,0,0,1.95233,0.7320800000000001,1.09299,3.7774,"194 SWINDERMAN ROAD, WEXFORD, PA, , 15090, USA","194 Swinderman Rd, Wexford, PA 15090, USA",-80.0603464,40.6384358
587,395904,SANATOGA CENTER,225 EVERGREEN ROAD,POTTSTOWN,PA,19464,MONTGOMERY,130,For profit - Partnership,*,5,0,1.78875,0.84762,0.5686399999999999,3.20501,"225 EVERGREEN ROAD, POTTSTOWN, PA, , 19464, USA","225 Evergreen Rd, Pottstown, PA 19464, USA",-75.58110599999999,40.23872
588,395905,KINGSTON HEALTH CARE CENTER,702 THIRD AVENUE,KINGSTON,PA,18704,LUZERNE,65,For profit - Corporation,0,0,0,1.99809,0.5774,0.78715,3.36263,"702 THIRD AVENUE, KINGSTON, PA, , 18704, USA","702 3rd Ave, Kingston, PA 18704, USA",-75.87579099999999,41.26189
589,395906,QUALITY LIFE SERVICES - HENRY CLAY,5253 NATIONAL PIKE,MARKLEYSBURG,PA,15459,FAYETTE,74,For profit - Partnership,0,0,0,1.93002,0.7016399999999999,0.78104,3.41269,"5253 NATIONAL PIKE, MARKLEYSBURG, PA, , 15459, USA","5253 National Pike, Markleysburg, PA 15459, USA",-79.44662090000001,39.7612669
590,395907,FORESTVIEW,2301 EDINBORO ROAD,ERIE,PA,16509,ERIE,80,Non profit - Corporation,0,0,0,1.86372,0.75632,0.80267,3.42271,"2301 EDINBORO ROAD, ERIE, PA, , 16509, USA","2301 Edinboro Rd, Erie, PA 16509, USA",-80.10081199999999,42.058202
591,395908,BRADFORD ECUMENICAL HOME INC,100 SAINT FRANCIS DRIVE,BRADFORD,PA,16701,MCKEAN,100,Non profit - Church related,0,0,0,2.7048400000000004,1.01719,0.47062,4.19265,"100 SAINT FRANCIS DRIVE, BRADFORD, PA, , 16701, USA","100 St Francis Dr, Bradford, PA 16701, USA",-78.6202495,41.9650077
592,395909,DARWAY HEALTHCARE AND REHABILITATION CENTER,5865 ROUTE 154,FORKSVILLE,PA,18616,SULLIVAN,67,For profit - Corporation,0,0,0,1.7573,0.69072,0.63585,3.08387,"5865 ROUTE 154, FORKSVILLE, PA, , 18616, USA","5865 PA-154, Forksville, PA 18616, USA",-76.6245276,41.5116003
593,395912,SUBURBAN WOODS HEALTH & REHABILITATION CENTER,2751 DEKALB PIKE,NORRISTOWN,PA,19401,MONTGOMERY,120,For profit - Corporation,5,51,*,1.7423099999999998,1.10317,0.57816,3.42364,"2751 DEKALB PIKE, NORRISTOWN, PA, , 19401, USA","2751 Dekalb Pike, Norristown, PA 19401, USA",-75.316784,40.140384
594,395913,MANORCARE HEALTH SERVICES-HUNTINGDON VALLEY,3430 HUNTINGDON PIKE,HUNTINGDON VALLEY,PA,19006,MONTGOMERY,125,Non profit - Other,6,27,*,1.86088,0.66117,0.8976799999999999,3.4197300000000004,"3430 HUNTINGDON PIKE, HUNTINGDON VALLEY, PA, , 19006, USA","3430 Huntingdon Pike, Huntingdon Valley, PA 19006, USA",-75.0599283,40.1482715
595,395915,KINKORA PYTHIAN HOME,25 COVE ROAD,DUNCANNON,PA,17020,PERRY,60,Non profit - Corporation,0,0,0,2.05915,0.80313,0.53494,3.39722,"25 COVE ROAD, DUNCANNON, PA, , 17020, USA","25 Cove Rd, Duncannon, PA 17020, USA",-77.025138,40.368197
596,395923,CHAPEL POINTE AT CARLISLE,770 S. HANOVER STREET,CARLISLE,PA,17013,CUMBERLAND,59,Non profit - Church related,*,0,0,2.70831,1.10081,0.69691,4.50603,"770 S. HANOVER STREET, CARLISLE, PA, , 17013, USA","770 S Hanover St, Carlisle, PA 17013, USA",-77.1914762,40.1914448
597,395925,UPMC MCKEESPORT LONG TERM CARE FACILITY,1500 FIFTH AVENUE,MCKEESPORT,PA,15132,ALLEGHENY,18,Non profit - Corporation,0,0,0,2.15369,0.53852,3.04345,5.73566,"1500 FIFTH AVENUE, MCKEESPORT, PA, , 15132, USA","1500 5th Ave, McKeesport, PA 15132, USA",-79.8490186,40.35103489999999
598,395926,SACRED HEART HOSPITAL TRANSITIONAL CARE FACILITY,421 CHEW STREET,ALLENTOWN,PA,18102,LEHIGH,22,Non profit - Corporation,0,0,*,2.59213,0.28533000000000003,3.54117,6.41863,"421 CHEW STREET, ALLENTOWN, PA, , 18102, USA","421 W Chew St, Allentown, PA 18102, USA",-75.4680248,40.6085179
599,395927,STONERIDGE POPLAR RUN,450 EAST LINCOLN AVENUE,MYERSTOWN,PA,17067,LEBANON,60,Non profit - Corporation,*,0,0,2.26515,0.90367,0.63055,3.79938,"450 EAST LINCOLN AVENUE, MYERSTOWN, PA, , 17067, USA","450 E Lincoln Ave, Myerstown, PA 17067, USA",-76.2986588,40.3787176
600,395929,RIDGEVIEW HEALTHCARE & REHAB CENTER,200 PENNSYLVANIA AVENUE,SHENANDOAH,PA,17976,SCHUYLKILL,111,For profit - Corporation,0,0,0,1.68507,0.88025,0.53115,3.09647,"200 PENNSYLVANIA AVENUE, SHENANDOAH, PA, , 17976, USA","200 Pennsylvania Ave, Shenandoah, PA 17976, USA",-76.20599159999999,40.8256142
601,395936,WAYNE WOODLANDS MANOR,37 WOODLANDS DRIVE,WAYMART,PA,18472,WAYNE,121,Non profit - Corporation,0,0,0,,,,,"37 WOODLANDS DRIVE, WAYMART, PA, , 18472, USA","37 Woodlands Dr, Waymart, PA 18472, USA",-75.40042369999999,41.5832439
602,395941,TRANSITIONAL SUB-ACUTE UNIT,2802 PAPERMILL ROAD,WYOMISSING,PA,19610,BERKS,50,Non profit - Corporation,*,0,*,3.03538,0.0,3.80907,6.84445,"2802 PAPERMILL ROAD, WYOMISSING, PA, , 19610, USA","2802 Papermill Rd, Reading, PA 19610, USA",-75.99031649999999,40.3607265
603,395944,CHAMBERS POINTE HEALTH CARE CENTER,1425 PHILADELPHIA AVENUE,CHAMBERSBURG,PA,17201,FRANKLIN,60,Non profit - Corporation,*,0,0,2.13135,0.77871,0.7367100000000001,3.64677,"1425 PHILADELPHIA AVENUE, CHAMBERSBURG, PA, , 17201, USA","1425 Philadelphia Ave, Chambersburg, PA 17201, USA",-77.64808,39.9536093
604,395948,JEFFERSON HILLS REHABILITATION AND WELLNESS CENTER,540 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025,ALLEGHENY,50,For profit - Corporation,*,12,*,2.21732,0.74749,1.03892,4.00373,"540 COAL VALLEY ROAD, JEFFERSON HILLS, PA, , 15025, USA","540 Coal Valley Rd, Jefferson Hills, PA 15025, USA",-79.9302111,40.3239198
605,395951,LEHIGH VALLEY HOSPITAL TRANSITIONAL SKILLED UNIT,17TH & CHEW STS,ALLENTOWN,PA,18105,LEHIGH,52,Non profit - Corporation,*,*,0,,,,,"17TH & CHEW STS, ALLENTOWN, PA, , 18105, USA","N 17th St & W Chew St, Allentown, PA 18104, USA",-75.4942301,40.60077769999999
